command,dn,member
insert,"CN=GS_EZOPTIMA_IARD,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marsch.mallow,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_EZOPTIMA_IARD,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=nathalie.jaffeux,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_EZOPTIMA_IARD,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=pathy.jaffeux,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DMAP-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=gaelle.mayetela,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DPART.ACTU.AGRIPRO-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.attaf,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@MOSS.DIFFUSION.CODEPRODUIT,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=gaelle.mayetela,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@MOSS.DIFFUSION.CODEPRODUIT,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=romain.gerard,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test7.test2,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sgsfg.sdfsdf,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=portable.pc,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=year.good,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=dgd.dfs,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=celine.jaffeux,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marsch.mallow,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=véronique.girard,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=nathalie.jaffeux,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S01,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=pathy.jaffeux,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Responsables_Pro,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=gaelle.mayetela,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IIP_CDGE,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=luck.good,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IIP_CDGE,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.good,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IIP_CDGE,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.godet,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IIP_CDGE,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=annulation.test,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_IIP_CDGE,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=courage.bon,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S04,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alexandre.vuckovic,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S80_Lyon,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=teest.lyyyyyyyyyyyyy,OU=S80_Users_Lyon,OU=S80,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S80_Lyon,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=lyon.testlyon,OU=S80_Users_Lyon,OU=S80,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_S80_Lyon,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=naguy.taratata,OU=S80_Users_Lyon,OU=S80,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS10,OU=S10,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.mercier,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S03_AA,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.chaine,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS05,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=merlin.leroi,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS05,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=adeline.lavolee,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DOSIP.EI.CDS.PIL-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=zoe.marbot,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLKA_S07_AT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=barbara.portejoie,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementS07,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=alexandre.vuckovic,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementS07,OU=S07,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=julie.chamel,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Destinataires_EBU_CDC,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=annul.test,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Destinataires_EBU_CDC,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=tes23.jes12,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Destinataires_EBU_CDC,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=fgjhj.sdfsdf,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Destinataires_EBU_CDC,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=kjhkjh.dfgdfg,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_SPP_GDP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=f.d,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Production_Comptable,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sgsfg.sdfsdf,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Production_Comptable,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=dgd.dfs,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Production_Comptable,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=julien.chaine,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DAPPTF_AA,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=romain.gerard,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_Qlik_DAPPTF_AA,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=laurence.dauger,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DCDEV,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sdfsdf.sdqsd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DSIN.POLGA.S06.ADJ-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=stephane.mercier,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_veille-ltr-devoteam,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test.oracle,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Dsi_pilotage_mep_externes,OU=TODELETE,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=hjghj.rghfg,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DSI_CPs-Externes,OU=TODELETE,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=dfgdfd.wcwdcw,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS11,OU=S11,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.mercier,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jason.smith,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mke.nguyen-rarivoran,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=eclair.ochocolat,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jason.smithy,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=tarte.opoire,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=kante.ngolojiouedipa,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=hhh.fsdfds,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=loic.nguyen-rastapop,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=enrico.fermi,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=pascale.strullu,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=hjghj.rghfg,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=melanie.solonie,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alacarotte.tarte,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Astreintes_WE_MEP,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jean-luc.lavielliers,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=saucissonmouamba.bon,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=véronique.jaffeux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sesame-production.lu,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sesame.jaouad,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=sesame-formation.lua,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=Acces Impression Couleur,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=laurence.dauger,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=alexandre.vuckovic,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementS03,OU=S03,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=julie.chamel,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_SJ3,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=annul.test,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_USR_Commun_UtilisateursW7_SJ3,OU=Windows7,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=salim.zitoun,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_SOLSI_PSP_FIL,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marc.martin,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_SOLSI_PSP_FIL,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=véronique.girard,OU=S01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.mercier,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=annul.test,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=salim.zitoun,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSj3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=antoine.navarro,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=VIAVITA,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sarah.toll,OU=T01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test-mm.testjj,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=dfgdfd.wcwdcw,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=tes23.jes12,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fgjhj.sdfsdf,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=client.adjoint,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test844.test233,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=fgfdgdf.sqqsdfdsdf,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=test22.test11,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=kjhkjh.dfgdfg,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=ffff.dddd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=hjghj.rghfg,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=DatamartDFI,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=jtyjgj.sddsdsd,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_infra_dosip_it_spi_spe_ets,OU=Infra,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=ousmane.konate,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_infra_dosip_it_spi_spe_ets,OU=Infra,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jason.smithy,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_infra_dosip_it_spi_spe_ets,OU=Infra,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=tarte.opoire,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_infra_dosip_it_spi_spe_ets,OU=Infra,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=alacarotte.tarte,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_SOLSI_CAT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=melanie.dacosta,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementSJ3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=alexandre.vuckovic,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=EncadrementSJ3,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=julie.chamel,OU=S09,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S06_AT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=michel.perlimpinpin,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S06_AT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=martin.renaud,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLGA_S06_AT,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=bison.fute,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantSR1,OU=SR1,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=stephane.mercier,OU=S06,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Supervision_Onduleur,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=paul-andré.pauline,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=D_G_Supervision_Onduleur,OU=Pacifica,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=marcel-pierre.m'mbap,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=AssistantS04,OU=S04,OU=Utilisateurs,DC=ca-pacificadev,DC=fr","CN=alexandre.vuckovic,OU=S05,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DSIN_POLPJ_SJ3_AS,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=antoine.navarro,OU=SJ3,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=jessica.foing.homp,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=corinne.jamot,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=véronique.jaffeux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=cdd-less-deux-mois.l,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=loic.jaffeux,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=cyndie.lavarec,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=test55.test23,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=saucissus.cradius,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=morning.good,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=G_viaren,OU=VIAREN,OU=Pacifica,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=mamadou.konate,OU=R01,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DPART_OFFRE_COORD,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=laurence.dauger,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=@DCDEV-Pacifica,OU=Organisationnelle,OU=Distribution,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=sdfsdf.sdqsd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=ORG_DOSIP_AOP_SPP,OU=Bureautique,OU=Groupes Globaux,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=ffff.dddd,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
insert,"CN=GS_CITRIX_TRA,OU=Citrix,OU=Groupes,DC=ca-pacificadev,DC=fr","CN=christine.chevallereau,OU=Pacifica,OU=Utilisateurs,DC=ca-pacificadev,DC=fr"
